UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
4407.0,L51586,L,302.5,310.3,1326,58.5,55,1,0,1,0,0,0
4408.0,L51587,L,302.3,310.2,1394,55.4,57,0,0,0,0,0,0
4409.0,L51588,L,302.4,310.1,2009,18.9,59,0,0,0,0,0,0
4410.0,M19269,M,302.4,310.1,1358,54.6,61,1,0,1,0,0,0
4411.0,L51590,L,302.5,310.2,1586,32.2,64,0,0,0,0,0,0
4412.0,L51591,L,302.5,310.3,1688,31.6,66,0,0,0,0,0,0
4413.0,L51592,L,302.6,310.5,1450,43.2,68,0,0,0,0,0,0
4414.0,M19273,M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0
4415.0,L51594,L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0
4416.0,L51595,L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0
4417.0,M19276,M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0
4418.0,L51597,L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0
4419.0,L51598,L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0
4420.0,M19279,M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0
4421.0,H33834,H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0
4422.0,L51601,L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0
4423.0,M19282,M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0
4424.0,M19283,M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0
4425.0,M19284,M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0
4426.0,L51605,L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0
4427.0,L51606,L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0
4428.0,M19287,M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0
4429.0,L51608,L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0
4430.0,M19289,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0
4431.0,H33844,H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0
4432.0,H33845,H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0
4433.0,L51612,L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0
4434.0,H33847,H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0
4435.0,L51614,L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0
4436.0,L51615,L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0
4437.0,M19296,M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0
4438.0,L51617,L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0
4439.0,L51618,L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0
4440.0,M19299,M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0
4441.0,L51620,L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0
4442.0,L51621,L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0
4443.0,L51622,L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0
4444.0,L51623,L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0
4445.0,L51624,L,302.4,310.2,2224,16.0,154,0,0,0,0,0,0
4446.0,L51625,L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0
4447.0,L51626,L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0
4448.0,M19307,M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0
4449.0,L51628,L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0
4450.0,M19309,M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0
4451.0,L51630,L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0
4452.0,L51631,L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0
4453.0,M19312,M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0
4454.0,L51633,L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0
4455.0,L51634,L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0
4456.0,H33869,H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0
4457.0,L51636,L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0
4458.0,M19317,M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0
4459.0,L51638,L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0
4460.0,L51639,L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0
4461.0,L51640,L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0
4462.0,L51641,L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0
4463.0,L51642,L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0
4464.0,L51643,L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0
4465.0,L51644,L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0
4466.0,L51645,L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0
4467.0,L51646,L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0
4468.0,L51647,L,302.8,310.6,1617,37.9,207,0,0,0,0,0,0
4469.0,L51648,L,302.7,310.5,1725,29.0,209,0,0,0,0,0,0
4470.0,L51649,L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0
4471.0,L51650,L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0
4472.0,L51651,L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0
4473.0,L51652,L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0
4474.0,L51653,L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0
4475.0,L51654,L,302.7,310.5,1563,35.0,8,0,0,0,0,0,0
4476.0,L51655,L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0
4477.0,L51656,L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0
4478.0,L51657,L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0
4479.0,L51658,L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0
4480.0,L51659,L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0
4481.0,H33894,H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0
4482.0,M19341,M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0
4483.0,H33896,H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0
4484.0,L51663,L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0
4485.0,M19344,M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0
4486.0,L51665,L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0
4487.0,M19346,M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0
4488.0,L51667,L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0
4489.0,M19348,M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0
4490.0,L51669,L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0
4491.0,L51670,L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0
4492.0,H33905,H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0
4493.0,M19352,M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0
4494.0,L51673,L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0
4495.0,H33908,H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0
4496.0,L51675,L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0
4497.0,M19356,M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0
4498.0,L51677,L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0
4499.0,H33912,H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0
4500.0,H33913,H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0
4501.0,L51680,L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0
4502.0,L51681,L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0
4503.0,L51682,L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0
4504.0,M19363,M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0
4505.0,L51684,L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0
4506.0,L51685,L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0
4507.0,M19366,M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0
4508.0,L51687,L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0
4509.0,L51688,L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0
4510.0,L51689,L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0
4511.0,L51690,L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0
4512.0,L51691,L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0
4513.0,M19372,M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0
4514.0,L51693,L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0
4515.0,L51694,L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0
4516.0,L51695,L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0
4517.0,L51696,L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0
4518.0,L51697,L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0
4519.0,L51698,L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0
4520.0,L51699,L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0
4521.0,L51700,L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0
4522.0,L51701,L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0
4523.0,M19382,M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0
4524.0,L51703,L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0
4525.0,M19384,M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0
4526.0,M19385,M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0
4527.0,L51706,L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0
4528.0,M19387,M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0
4529.0,L51708,L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0
4530.0,M19389,M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0
4531.0,L51710,L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0
4532.0,L51711,L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0
4533.0,H33946,H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0
4534.0,M19393,M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0
4535.0,L51714,L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0
4536.0,L51715,L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0
4537.0,L51716,L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0
4538.0,L51717,L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0
4539.0,L51718,L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0
4540.0,L51719,L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0
4541.0,M19400,M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0
4542.0,L51721,L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0
4543.0,M19402,M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0
4544.0,M19403,M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0
4545.0,L51724,L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0
4546.0,L51725,L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0
4547.0,M19406,M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0
4548.0,M19407,M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0
4549.0,L51728,L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0
4550.0,L51729,L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0
4551.0,M19410,M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0
4552.0,M19411,M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0
4553.0,M19412,M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0
4554.0,L51733,L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0
4555.0,L51734,L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0
4556.0,L51735,L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0
4557.0,M19416,M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0
4558.0,L51737,L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0
4559.0,L51738,L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0
4560.0,L51739,L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0
4561.0,L51740,L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0
4562.0,L51741,L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0
4563.0,L51742,L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0
4564.0,L51743,L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0
4565.0,L51744,L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0
4566.0,H33979,H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0
4567.0,L51746,L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0
4568.0,M19427,M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0
4569.0,M19428,M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0
4570.0,L51749,L,302.8,310.9,1636,35.0,38,0,0,0,0,0,0
4571.0,L51750,L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0
4572.0,L51751,L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0
4573.0,M19432,M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0
4574.0,H33987,H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0
4575.0,M19434,M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0
4576.0,M19435,M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0
4577.0,M19436,M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0
4578.0,L51757,L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0
4579.0,L51758,L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0
4580.0,L51759,L,303.0,311.2,1374,48.2,65,1,0,1,0,0,0
4581.0,L51760,L,303.0,311.2,1494,37.0,67,0,0,0,0,0,0
4582.0,L51761,L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0
4583.0,L51762,L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0
4584.0,M19443,M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0
4585.0,L51764,L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0
4586.0,L51765,L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0
4587.0,L51766,L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0
4588.0,M19447,M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0
4589.0,L51768,L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0
4590.0,L51769,L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0
4591.0,L51770,L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0
4592.0,H34005,H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0
4593.0,L51772,L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0
4594.0,L51773,L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0
4595.0,M19454,M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0
4596.0,M19455,M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0
4597.0,L51776,L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0
4598.0,M19457,M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0
4599.0,L51778,L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0
4600.0,L51779,L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0
4601.0,L51780,L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0
4602.0,M19461,M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0
4603.0,M19462,M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0
4604.0,H34017,H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0
4605.0,L51784,L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0
4606.0,H34019,H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0
4607.0,L51786,L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0
4608.0,L51787,L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0
4609.0,M19468,M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0
4610.0,L51789,L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0
4611.0,L51790,L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0
4612.0,L51791,L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0
4613.0,L51792,L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0
4614.0,L51793,L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0
4615.0,H34028,H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0
4616.0,L51795,L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0
4617.0,L51796,L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0
4618.0,M19477,M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0
4619.0,M19478,M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0
4620.0,H34033,H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0
4621.0,L51800,L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0
4622.0,L51801,L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0
4623.0,M19482,M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0
4624.0,L51803,L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0
4625.0,M19484,M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0
4626.0,L51805,L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0
4627.0,L51806,L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0
4628.0,M19487,M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0
4629.0,M19488,M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0
4630.0,L51809,L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0
4631.0,L51810,L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0
4632.0,L51811,L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0
4633.0,M19492,M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0
4634.0,L51813,L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0
4635.0,L51814,L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0
4636.0,M19495,M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0
4637.0,L51816,L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0
4638.0,M19497,M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0
4639.0,L51818,L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0
4640.0,L51819,L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0
4641.0,L51820,L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0
4642.0,H34055,H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0
4643.0,L51822,L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0
4644.0,L51823,L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0
4645.0,L51824,L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0
4646.0,L51825,L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0
4647.0,L51826,L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0
4648.0,L51827,L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0
4649.0,L51828,L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0
4650.0,M19509,M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0
4651.0,L51830,L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0
4652.0,L51831,L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0
4653.0,L51832,L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0
4654.0,M19513,M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0
4655.0,M19514,M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0
4656.0,L51835,L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0
4657.0,L51836,L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0
4658.0,L51837,L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0
4659.0,L51838,L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0
4660.0,M19519,M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0
4661.0,L51840,L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0
4662.0,L51841,L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0
4663.0,H34076,H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0
4664.0,L51843,L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0
4665.0,M19524,M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0
4666.0,M19525,M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0
4667.0,M19526,M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0
4668.0,H34081,H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0
4669.0,H34082,H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0
4670.0,M19529,M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0
4671.0,L51850,L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0
4672.0,L51851,L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0
4673.0,L51852,L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0
4674.0,L51853,L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0
4675.0,L51854,L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0
4676.0,H34089,H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0
4677.0,L51856,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0
4678.0,H34091,H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0
4679.0,H34092,H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0
4680.0,L51859,L,303.6,311.8,1695,30.7,90,0,0,0,0,0,0
4681.0,L51860,L,303.6,311.7,1491,39.8,92,0,0,0,0,0,0
4682.0,M19541,M,303.6,311.8,1659,34.7,94,0,0,0,0,0,0
4683.0,L51862,L,303.6,311.8,1567,31.7,97,0,0,0,0,0,0
4684.0,L51863,L,303.6,311.8,1736,32.9,99,0,0,0,0,0,0
4685.0,M19544,M,303.6,311.8,1421,44.8,101,1,0,0,0,0,0
4686.0,M19545,M,303.6,311.8,1627,30.8,104,0,0,0,0,0,0
4687.0,M19546,M,303.5,311.6,1562,34.2,107,0,0,0,0,0,0
4688.0,L51867,L,303.5,311.6,2183,17.0,110,0,0,0,0,0,0
4689.0,L51868,L,303.5,311.6,1577,38.1,112,0,0,0,0,0,0
4690.0,M19549,M,303.4,311.5,1560,36.4,114,0,0,0,0,0,0
4691.0,M19550,M,303.4,311.5,1483,43.0,117,0,0,0,0,0,0
4692.0,L51871,L,303.5,311.5,1535,33.3,120,0,0,0,0,0,0
4693.0,M19552,M,303.4,311.4,1606,29.6,122,0,0,0,0,0,0
4694.0,M19553,M,303.4,311.5,1817,24.7,125,0,0,0,0,0,0
4695.0,L51874,L,303.4,311.5,1424,50.8,128,0,0,0,0,0,0
4696.0,L51875,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0
4697.0,L51876,L,303.4,311.6,1449,41.7,132,0,0,0,0,0,0
4698.0,M19557,M,303.5,311.6,1573,34.0,134,0,0,0,0,0,0
4699.0,L51878,L,303.4,311.6,1564,41.9,137,0,0,0,0,0,0
4700.0,L51879,L,303.5,311.6,1428,46.2,139,0,0,0,0,0,0
4701.0,L51880,L,303.5,311.7,1620,31.0,141,0,0,0,0,0,0
4702.0,H34115,H,303.5,311.7,1584,32.7,143,0,0,0,0,0,0
4703.0,L51882,L,303.6,311.8,1222,66.8,148,1,0,1,0,0,0
4704.0,M19563,M,303.6,311.8,1432,42.5,150,0,0,0,0,0,0
4705.0,L51884,L,303.7,311.9,1561,33.3,153,0,0,0,0,0,0
4706.0,L51885,L,303.6,311.8,1614,33.2,155,0,0,0,0,0,0
4707.0,L51886,L,303.5,311.7,1959,22.3,157,0,0,0,0,0,0
4708.0,L51887,L,303.5,311.8,1944,23.5,159,0,0,0,0,0,0
4709.0,L51888,L,303.4,311.7,1793,25.8,161,0,0,0,0,0,0
4710.0,M19569,M,303.4,311.6,1446,50.0,163,0,0,0,0,0,0
4711.0,L51890,L,303.4,311.7,1673,32.2,166,0,0,0,0,0,0
4712.0,M19571,M,303.4,311.7,1515,44.2,168,0,0,0,0,0,0
4713.0,L51892,L,303.4,311.8,1564,35.9,171,0,0,0,0,0,0
4714.0,L51893,L,303.5,311.8,1451,45.2,173,0,0,0,0,0,0
4715.0,H34128,H,303.4,311.8,1693,28.3,175,0,0,0,0,0,0
4716.0,L51895,L,303.4,311.7,1476,42.3,180,0,0,0,0,0,0
4717.0,L51896,L,303.4,311.6,1712,30.1,182,0,0,0,0,0,0
4718.0,M19577,M,303.4,311.6,1425,45.4,184,0,0,0,0,0,0
4719.0,L51898,L,303.3,311.6,1337,56.8,187,1,0,1,0,0,0
4720.0,M19579,M,303.4,311.7,1690,34.9,189,0,0,0,0,0,0
4721.0,M19580,M,303.4,311.7,1353,44.1,192,1,0,1,0,0,0
4722.0,L51901,L,303.5,311.8,1927,21.9,195,0,0,0,0,0,0
4723.0,M19582,M,303.4,311.8,1391,42.7,197,0,0,0,0,0,0
4724.0,L51903,L,303.4,311.8,1366,50.9,200,1,0,1,0,0,0
4725.0,L51904,L,303.4,311.9,1771,31.6,202,0,0,0,0,0,0
4726.0,M19585,M,303.4,311.8,1515,42.6,204,0,0,0,0,0,0
4727.0,M19586,M,303.4,311.8,2133,18.3,207,0,0,0,0,0,0
4728.0,M19587,M,303.4,311.8,1341,47.0,210,1,0,1,0,0,0
4729.0,L51908,L,303.4,311.7,1406,47.1,213,0,0,0,0,0,0
4730.0,L51909,L,303.4,311.8,1306,61.0,215,1,0,1,0,1,0
4731.0,L51910,L,303.3,311.7,1508,35.5,217,0,0,0,0,0,0
4732.0,L51911,L,303.3,311.6,1301,45.1,219,1,0,1,0,0,0
4733.0,L51912,L,303.3,311.7,1539,38.5,221,0,0,0,0,0,0
4734.0,L51913,L,303.3,311.6,1484,44.6,223,0,0,0,0,0,0
4735.0,L51914,L,303.2,311.5,1507,39.2,225,0,0,0,0,0,0
4736.0,L51915,L,303.2,311.5,1544,42.5,227,0,0,0,0,0,0
4737.0,L51916,L,303.2,311.5,1513,37.9,0,0,0,0,0,0,0
4738.0,M19597,M,303.2,311.5,1336,58.2,2,1,0,1,0,0,0
4739.0,M19598,M,303.2,311.4,2102,19.0,5,0,0,0,0,0,0
4740.0,L51919,L,303.2,311.4,1351,53.8,8,1,0,1,0,0,0
4741.0,L51920,L,303.3,311.5,1601,35.2,10,0,0,0,0,0,0
4742.0,L51921,L,303.2,311.3,1393,52.9,12,0,0,0,0,0,0
4743.0,L51922,L,303.3,311.3,1592,33.7,14,0,0,0,0,0,0
4744.0,L51923,L,303.3,311.3,1409,51.8,16,0,0,0,0,0,0
4745.0,L51924,L,303.3,311.3,1393,47.4,18,0,0,0,0,0,0
4746.0,H34159,H,303.2,311.2,1475,43.1,20,0,0,0,0,0,0
4747.0,L51926,L,303.2,311.2,1427,45.6,25,0,0,0,0,0,0
4748.0,L51927,L,303.3,311.2,1763,27.3,27,0,0,0,0,0,0
4749.0,L51928,L,303.2,311.2,1363,46.7,29,1,0,1,0,0,0
4750.0,L51929,L,303.2,311.2,1404,50.9,31,0,0,0,0,0,0
4751.0,M19610,M,303.2,311.2,1688,31.9,33,0,0,0,0,0,0
4752.0,L51931,L,303.3,311.4,1510,37.3,36,0,0,0,0,0,0
4753.0,H34166,H,303.3,311.3,1502,39.5,38,0,0,0,0,0,0
